PRICE IN $.Price in Rs.Price Category.DETAILS.Apt_type.Location.Location_expanded.CITY.area.Area_Number.AreaCategory.postedDate.society.summary.desc.Status.Boundary.Width.balcony.bathroom.car.carpet_area.dimensions.facing.floor.floors.furnishing.no_of_open_sides.overlooking.ownership.plot_area.status.super_area.transaction
1 Cr.10000000.1Cr to 1.5Cr.2 BHK Apartment  for Sale in Anna Nagar.2 BHK Apartment  . Anna Nagar. Anna Nagar.3327.10277 per sqft.10277.10K to 11K." Posted: Jun 23, '19 "..super area 973
